DATE	ID	Description
18/02/2008	3138	"רצוי להי מנע מלהתע סק אי תם ו אם כן אז רק בוידוי הבנת הפרוצדורה,חתימה ועמידה בזמנים,לבקש אישור בכתב/פקס"
18/02/2008	5864	בעלה של אחרא ית לש עבר ע ל עס קים בעירית לוד.         טען שאנו מפקיעים מחירים ואיים להתלונן להגנת הצרכן
18/02/2008	5865	"להשת דל כ מה ש אפשר להתחמ ק מל התע סק איתם!! ואם כבר חשוב לוודא פרוצדורה,חתימה ואישורים בכתב"
21/02/2008	2977	"לא ש ילם עבור בדיק ת מגה ץ 55 ש"" ח"
12/03/2008	5916	"לא ר צה ל תקן מיקרו גל וצ עק,כ דאי להימנע מלהתעסק איתו"
19/03/2008	2261	"כל ת יקון נרא ה לו יקר,י יתכן שמ פרק לפני שמביא לתיקוןרצוי משנה זהירות !!"
26/03/2008	5628	"הבטי ח לה כנס לשלם 55 ש"" ח עב ור בדיקת מגהץ"
03/04/2008	5938	מאד עצבנ י רצ וי לא להתע סק א יתו 
07/04/2008	5782	כדאי לתת שיר ות אד יב מכ יוון שמ סר 2 מעבדי מזון קנוודוהתאכזב שלא תיקנו בזמן לא הגיע לקחת המכשירים נזרקו
13/04/2008	5962	"לקוח מאד טוב ,קנה מ.תספ ורת ביי ביליס-700.           3 שנים אחריות מאון ליין."
14/04/2008	756	רכשה PG- 520     
01/05/2008	5971	"חייב ת 14 ש""ח יתרת תיקו ן מג הץ "
05/05/2008	5950	"תיקו ן המ גהץ נראה לו מא ד יק ר,מ צפה למחירים נמוכים   ביקש לראות שהמגהץ עובד לפני ששילם"
16/05/2008	5796	חזרו לו 2 צ' קים ל קבל ר ק מז ומן .
18/05/2008	5990	לווד א בא ופן יסודי כל ש ריטה וכ תם במכשיר בעת  קבלתו לתיקון ולהחתים את הלקוחה.כיוון שטענה שהחלפנו מכשיר
18/05/2008	5995	"התוו כח ע ל המ חיר,ל אחר ש אישר הג יע לקחת ושילם פחות"
19/05/2008	5807	"נראה לי שבעל ה מבי ן בחש מל,ל אחר ששמע מה התקלה במגהץ שהמפסק לא תקין החליט לא לתקן,כדאי להזהר עם מידע"
22/05/2008	3656	"יש ל וודא כל פגם ו כל שר יטה או כתם במכשיר לפני קבלתוולהחתים את הלקוחה,טענה ששרטנו או החלפנו מגהץ לביתה"
26/05/2008	4125	"אדם מבוג ר שמ אד חש וב לו יחס אד יב ונימוס,כדאי להקפיד"
26/05/2008	5452	"לקוח מאד טוב ,רצוי להיו ת אד יב ומנומס"
28/05/2008	3685	"מתפל לת ב ביכ"" נס או ר החי ים  "
04/06/2008	6005	"מתוו כח ע ל המ חיר,ו בכל מ קרה רוצ ה הנחה"
06/06/2008	5491	"מתעכ ב המ ון ז מן לק חת מכ שיר, כדא י לקחת חלק גדול מעלותהתיקון המוערך כבר בקבלת המכשיר."
18/06/2008	1492	"בנד ה"" מ הגרע ין הת ורני, תיקו ן ת נור(מעקף לטיימר) מהיר ומקצועי נראה להם יקר מדי"
18/06/2008	3191	"לשעב ר מ"" אסתר אוני ברסל"" עוב ד ב חנות חשמל"
22/06/2008	6014	שואל המו ן שא לות ו תיקון שוא ב ת עשייתי נראה לו יקר
29/06/2008	5588	"משנה זהי רות וידוי הבנת פרצ דור ה,הגיעו אחרי 9 חודשים ואמרו שאמרנו שנה אחריות"
30/06/2008	1905	"משנה זהי רות! דריש ות מא ד גב והו ת,צעק בטלפון,כדאי מאדלהקפיד על וידוי פרטים ופרוצדורה!"
01/07/2008	6048	"זהיר ות!! ! מא ד בעי יתי,נ יסה לתק ן מיקרו לבד קנה אצלנואוברלוד למתח גבוה וכשהסתבך צעק בטלפון"
03/07/2008	3876	להקפ יד ע ל רי שום מ דוייק של פגמ ים וליקויים          לא לשחרר מכשיר רק לאחר הרצה ליד הלקוחה
04/07/2008	2225	"מסרה מגה ץ ע"" י אבי ה והח ליטה לא לתקן בגלל מחיר יקר  אביה קצת עצבני"
10/07/2008	1965	"להשת דל ל הימנ ע להת עסק א יתם! בעי יתים,צעקנים ומתווכחיםמשאירים מכשירים המון זמן,באים רק לאחר טלפונים רבים"
10/07/2008	5817	לקוח טוב כדא י לתת שירו ת אד יב! 
11/07/2008	1965	"השאי רו מ יקרו גל 5 חודשי ם,תב עו מכשיר לאחר 10 חודשים"
20/07/2008	5799	מסר מגהץ לאח ר 7 ח ודשים מהת יקו ן והתלונן שלא תיקנו  טוב וסתם גבינו תשלום.יצא בכעס ולא השאיר את המכשיר
27/07/2008	3621	"השאי ר מי קרוג ל הרב ה מאד זמן ,כד אי להגביל זמן ואולי  גם לקחת על חשבון"
27/07/2008	5658	"חייב 55 ש""ח עבור בדיקת מכש יר כ.ת.10477"
01/08/2008	6063	"יצא בהרג שה ל א כל כך טו בה מ כיו ון שהצעת מחיר לתיקון מגהץ היתה כמו חדש,לבסוף שילם בדיקה והשאיר את המגהץ"
11/08/2008	4805	"לא ה גיע לקחת את ה מגהץ, ניתן כח לופי לנגר יצחק       השובר שלו נמצא בקלסר לקוחות מיוחדים"
12/08/2008	6092	יש ל ו רו שם מ אד חי ובי ע לינו כד אי להשתדל לתת שירות  אדיב על מנת לשמור על הרושם (ולו למען קידוש השם).
14/08/2008	766	להקפ יד ל בדוק פגמי ם במכ שיר או באביזרים שנמכרים גם בקבלה במסירה
15/08/2008	6057	מתוו כח ה מון ומורי ד מחי ר בא ופן משמעותי בכל מקרה
25/08/2008	5197	לא ת יקנה מגה ץ מכי וון ש התיק ון היה יקר מאד באמת
02/09/2008	2594	רכשה מג' מיקס 5200 ח/ק 2042 /6 
11/09/2008	4608	"כדאי מאד להי זהר ב רישום פרט ים, חתימות,תאריכים וכו'  עו""ד במקצועו,השאיר מגהץ לא הגיע לקחת לאחר מס' טלפו"
19/09/2008	768	"תיקו ן מי קרוג ל ב-1 85 ש"" ח נר אה לו יקר ביקש לזרוק את המכשיר,נשמע מאד לא מרוצה,לא שילם עבור בדיקה"
23/09/2008	4718	"מאד עצבנ י ,מ שנה ז הירות בכל הע יניינים,ולהשתדל לזרז"
25/09/2008	322	מאד חשוב לעמ וד בז מנים ולתת שי רות אדיב
03/10/2008	4326	כדאי לתת שיר ות אד יב ול הודי ע מ חיר לפני ואחרי מעמ
23/10/2008	6147	מפרק מכש ירים ובוד ק עלו יות בחב רה
02/11/2008	1383	"לקוח מאד עצב ני,כד אי לע מוד בזמ נים"
02/11/2008	1518	"חייב ת 55 ש""ח עבור בדיק ת מ. מזו ן"
03/11/2008	6173	העוז רת ל שעבר של צ יון א סרף  
06/11/2008	4688	השאי ר מג הץ ה מון ז מן ור ק לא חר המון טלפונים הגיע
07/11/2008	6164	תיקן מיק רוגל של ה בת וה חתן ביק ש לקבל את החלק המוחלף
13/11/2008	5078	"אח א ו אב של דהן א ורי ל הוא מאד בעייתי שואל וחוקר כל דבר לעומק,הרבה הרבה זהירות!!!"
14/11/2008	4898	"נשאר זיכ וי ע ""ס 60 ש""ח עד ל :14 /11/13"
24/11/2008	6199	מבקש הנח ה בכ ל מקר ה   
30/11/2008	5898	"רצוי מאד לא להתעס ק אית ו,לא יצ יב דעתו."
04/12/2008	6107	"החזי רה ט וסטר בתיק ון חו זר ו משל א תיקננו הרבה זמן    עמדה בתוקף וקיבלה את כספה בחזרה,אך עזבה בהרגשה טוב"
05/12/2008	6138	בעלה או אחיה חזר עם תק לה א חרת וכעס ודיבר לא יפה
08/12/2008	5951	"יצאה לא מרוצ ה,כדא י להי ות א דיב ים כבר בטלפון."
10/12/2008	6226	זהיר ות!! ! לה יות א דיב א ך לה שתד ל להימנע מלהסתבך איתההתנהגה באלימות וזלזול כשלקחה שואב הובר באחריות
12/12/2008	3302	"""א'א 'שלט ים"" לא ת יקנה מגהץ מכ יוון שאמרה שאמרנו לה אחריות לשנה. מצפים למחירי ריצפה."
12/12/2008	5442	"מאד לחוצ ה,כד אי לע מוד ב זמני ם. "
12/12/2008	6142	"לא ת יקן מגהץ אמר שלא ש ווה לתק ן,בא לקחת אחר חודשיים"
19/12/2008	6218	"מאד משונ ה בג ישה,ר צוי ל הימנ ע ל התעסק איתו,באדיבות!!!לקח שואב ולא רצה לשלם בדיקה."
19/12/2008	6221	ל       
30/12/2008	6191	"מעגל אלק ' נר אה לו יקר מדי, שאל כמה עולה חלק? וכמה  עבודה? בקיצור משנה זהירות!!!"
31/12/2008	823	"חייב ת 65 ש""ח עבור בדיק ת שו אב אבק"
31/12/2008	6156	"לא ר צה ל תקן מיקרו גל,לא שיל ם ב דיקה והשאיר את המכשיר"
01/01/2009	3734	"פייד נטית וחש דנית, כדאי לתת שיר ות אדיב ומהיר."
23/01/2009	1390	כל ת יקון נרא ה להם יקר   
03/02/2009	4339	יצא לא מ רוצה מכיו ון שה מגהץ הת קלקל לאחר 9 חודשים
09/02/2009	1914	תמיד מתו וכח על המ חיר   
19/02/2009	5478	"משנה זהי רות אם כד אי לק בל מ הם מכשירים לתיקון,      גם מבחינת כדאיות עסקי,לקחו לאחר הרבה זמן וטלפונים"
25/02/2009	756	רכשה מיק סר ק נווד KM-00 5  
27/02/2009	6315	לקח מיקר ו קנ ווד ח לופי עם צ לחת וגלגלת
15/03/2009	6328	"חייב 146 ש""ח     "
18/03/2009	4782	"מוסר מכש יר,פ ותח כ רטיס ומתח רט, לקחת ע""ח עלות בדיקה"
29/03/2009	6346	"בן ש ל אב רהם מויאל מהשכ ונה, תיק ן מגהץ,נראה לו יקר"
30/03/2009	6316	"יצא מאוכ זב מ זמן ה המתנה והצ עת מחיר גבוהה,לא תיקן"
19/04/2009	2852	השתו לל ב מעבד ה וצע ק כדא י לה ימנ ע מלהתעסק איתו
27/04/2009	4043	"תיקו ן מי קרו נראה לו יק ר,הת עכב לאשר לאחר הפחתת מחיר"
03/05/2009	2349	יהוד י מא ד חב יב    
04/05/2009	5944	לא ה גיעה לקח ת מגה ץ ללא תיק ון לאחר הרבה טלפונים.   המכשיר נגרט ללא כל תשלום.
05/05/2009	6385	"מהפי קוח העיר וני,מ צפה ל מחיר ים נמוכים"
06/05/2009	5746	"תיקו ן המ יקרו גל נר אה לה ם יק ר,כ דאי לתת יחס אדיב"
08/05/2009	6055	"חייב ת 12 4 ש"" ח עבו ר יתר ת תי קון שואב"
11/05/2009	6317	"חייב ת 55 ש""ח עבור בדיק ת מי קרו גל"
14/05/2009	6306	"חייב ים 5 5 ש"" ח עבו ר בדי קת מ עבד מזון"
19/05/2009	3196	"משנה זהי רות, להשתד ל להי מנע להת עסק איתו."
27/05/2009	5344	לדאו ג לש חרר מכשיר עד 3 ימי ם 
05/06/2009	1556	אבא של א לינו ר עם מכשיר אדי ם ת יקון חוזר            תיקונים נראים לו יקרים
05/06/2009	2744	לקחה מיק רוגל לאחר כ-3 חודש ים וטלפונים.כדאי להימנע מלהתעסק
05/06/2009	4684	"לא ה סכים לתק ן מגה ץ,התי קון נרא ה לו יקר"
10/06/2009	4738	זהיר ות!א ישר תיקון מיקר וגל הית ל בנו בטלפון שהנה הוא מגיע שוב ושוב ובסוף לא הגיע.להימנע מלהתעסק איתו!
11/06/2009	1591	"חייב 55 ש""ח עבור בדיקת שוא ב א בק"
22/06/2009	1602	"חשוב מאד להק פיד ל בדוק אביז רים נילווים ופגמים,לצייןולוודא שהבין הכל!"
22/06/2009	2594	רכשה מיק סר ק יצ'נא יד ח/ ק 22 32/ 3
28/06/2009	6432	"ניקו י יס ודי לשואב נראה לה יקר ,מדברת הרבה"
30/06/2009	2054	"זה א לי כ ל מנ עול,מ פרק ל בד מ דבר הרבה ולא מוכן להשקיע"
02/07/2009	1568	"חייב 55 ש""ח עבור בדיקת מיק רוג ל"
02/07/2009	2319	אשתו מבי נה ב אלקטר וניקה ושו אלת שאלות
08/07/2009	6419	רצוי מאד לא להתעס ק אית ו!!!  
12/07/2009	6178	"חייב ת 55 ש""ח עבור בדיק ת מג הץ "
13/07/2009	774	להשת דל ל א לע כב תי קונים   
15/07/2009	2278	"עיכב נו ל ה תי קון ש ואב ה מון זמן ,לבסוף תוקן ללא תשלום"
19/07/2009	4815	"כל ת יקון נרא ה לה יקר,ה נייד הש ני של דוד אחיה,התערב ולא היה מוכן לשלם את מה שסוכם"
20/07/2009	330	כדאי לא להתע סק אי תה בכ לל!! ! 
20/07/2009	2590	לקוח טוב כדא י לשמ ור על יו  
20/07/2009	3883	"התרש מות ראשו נית כ דאי ל הזהר ול בדוק אם כדאי לקבל מהםמכשירים לתיקון,ליאת באה תחת שם אחר-""צרויה ליאת"""
20/07/2009	6429	"כדאי להש תדל להיות אדיב ים,ו מהי רים. אמא של טל מהנה""חתיקנה אצלינו שואב וליכלכה עלינו שלקחנו סתם כסף"
20/07/2009	6463	"מהתר שמות ראש ונית כדאי להיז הר ולבדוק אם כדאי לקבל  ממנה משירים לתיקון,רצתה למסור מגהץ לתיקון והתחרטה"
22/07/2009	4694	"משנה זהי רות! נג'ס ית,רו צה מ הר, מתוכחת על המחיר וכו'..."
27/07/2009	6411	לקוח טוב ! לה שתדל לא לע כב ת יקו נים
06/09/2009	4542	חמיו של חנוך אשוא ל   
07/09/2009	6492	רכש LG-9 53     
15/09/2009	6509	"כדאי לתת שיר ות אד יב ומ תחשב ,יצ א לא מרוצה מפני שעלות החלפת דוד קיטור יקרה."
27/09/2009	6520	"בע""ה לתת יחס אדיב וטיפ ול מ היר ככל האפשר."
26/10/2009	6460	"עובד בכי ר בנ תב""ג. כדאי לתת שי רות אדיב ומהיר ולוודא תקינות מוחלטת של המכשיר לאחר התיקון."
29/10/2009	2816	"הזמי נו ת יקון תנור ,לא ר צו ל תקן ולא רצו לשלם ביקור  חייבים 120 ש""ח עבור ביקור."
09/11/2009	6564	"בכיר בעי ריית רמלה ,לא ל עכב תיק ון,לתת שירות אדיב."
10/11/2009	6536	"ב:9/ 11/0 9 סי רב לח תום ע ל קב לת המכשיר,הרים את הדלפק בחוזקה תוך כדי פגיעה בידי,הוזמנה משטרה מס'אירוע-71"
12/11/2009	6512	להשת דל ל א לע כב תי קונים   
27/11/2009	5666	"השאי רה מ כשיר ים לא חר תי קון ולא באה לקחת,לאחר זמן   התקשרנו ודיברה לא יפה,אמרה שלא תבוא לקחת.זהירות!!!"
04/12/2009	6610	"חשדן ופי ידן, לשים לב לכ ל פג ם ו פרט במכשיר ופרוצדורה!"
20/12/2009	6606	"חייב ת 15 0 ש"" ח.130 ש""ח צ'ק שחז ר ו-20 ש""ח עמלה.     לקבל ע""ח ורק מזומן!!!"
24/12/2009	2743	"מורי ד מח יר ב כל מק רה, מבלב ל ת 'מוח להיתר להתחתן עם שתי נשים"
28/12/2009	6542	"מצפה להנ חה ב טענה שמכיר ה את טל י,   כדאי להרים מחיר התחלתי,לקחת ע""ח ולוודא שתגיע בזמן לקחת את המכשיר."
31/12/2009	6540	"חייב ת 55 ש""ח עבור בדיק ת מכ שיר "
04/01/2010	3046	"חייב 75 ש""ח עבור בדיקת מגה ץ. "
04/01/2010	6612	"חייב ת 10 0 ש"" ח    "
22/01/2010	4731	"בע""ה להש תדל לזרז תיקונ ים.  "
24/01/2010	6614	"להשת דל ל זרז הצעת מחיר/ תיקו ן,ו לוודא שיבין מחיר כולל מעמ"
05/03/2010	6688	לקוח פיי דנט כועס על הח ברה ומא יים בתביעה
15/03/2010	6698	משנה זהי רות איתו נראה לפחו ת ב חיצוניות וסגנון דיבורמבחורי הרחוב
25/03/2010	6692	משנה זהי רות! תיקן שואב וחו שב שיודע מה צריך לעשות  אולי כדאי להימנע מלתקן לו.
07/04/2010	1081	משנה זהי רות רוצים מהר ובזו ל מ אד.
07/04/2010	6713	"זהיר ות!! הבי א מיק רוגל דומה למ יקרוגל שתיקן בטענה של ""תיקון חוזר"".   התווכח המון על המחיר ובסוף הוריד"
12/04/2010	4963	"לקוח מאד טוב ,חשוב לתת שירו ת א דיב"
12/04/2010	6545	לווד א תש לום בדיקה מראש .לא רצה לשלם עבור בדיקת מגהץ
18/04/2010	6730	עובד עם פיני גיסי בעלי ת שט ראו ס
05/05/2010	5233	נתגל ה לנ ו כי מסרה את ה מגהץ של ה לתיקון באלקטרו ברק
06/05/2010	595	"בודק בחב רה מ חיר,מ תווכח ,מנס ה ל תקן לבד."
07/05/2010	5445	"לקוח טוב ,כדא י לתת שירו ת אד יב "
16/05/2010	5412	כעס וניב ל את הפה לאחר ששמע על ות קערה למעבד מזון
21/05/2010	6645	"לקוח קשה ופי ידנט, מצידנ ו מש נה זהירות שימת לב לפרטים"
27/05/2010	4182	"מכשי ר של ו הת עכב ה רבה ז מן,ב סוף קצת כעסו ולא תיקנו"
28/05/2010	6769	לא ת יקן מיקר וגל ל מרות שירד נו במחיר
30/05/2010	914	"יצא קצת מאוכ זב מה מחיר, כדאי לה יות אדיבים"
02/06/2010	6768	"הביא ו מי קרוג ל לתק ן,מגנ טרון ,לא תיקנו ושילמו בדיקה  כדאי לתת שירות אדיב"
09/06/2010	2314	משנה זהי רות! מנשה לשעב ר הש כן של ההורים.
22/06/2010	6781	רכשה FP- 481     
25/06/2010	6789	חבר של ד ייוי ד אדו ן עול ם ומ צפה להנחה
30/06/2010	6610	"לאחר ויכ וח ע ל מחי ר תיק ון ת נור וביקור,ירדתי ותיקנתי"
04/07/2010	6126	"לא ל תת מ כשיר חלופ י,מתע כבים בל קחת לאחר תיקון,להגבילזמן משיכה,רצוי לקחת יותר ע""ח."
13/07/2010	6568	"לקחת סכו ם ני כר ע"" ח ולה גביל זמ ן משיכה"
28/07/2010	1158	"מחבר ת חש מל,י צא לא מרוצ ה מה צעת מחיר לתיקון מיקרוגל"
29/07/2010	3339	רכש SS-4 65 ו קנקן טיהור מים קנ ווד WF-97 ח/ק:2493/2
09/08/2010	6817	גיס של א ילנה מ-א. אוניב רסל  
24/08/2010	4700	לקוח טוב      
26/08/2010	1420	נודנ יקית ביו תר!!! בעלה מאד קפ דן משנה זהירות!!
26/08/2010	6349	התעכ ב מא ד לק חת מכ שיר ו רק ל אחר מכתב התראה הגיע.
26/08/2010	6779	חרדי מק. ספר שהביא מיקס ר וה תחר ט בשל עלות בדיקה ורצה שנתחייב לתקן לפני החג.
27/08/2010	3676	"מק""ט פיל טר מ קרר א מנה 2 3500 0 מ חיר 90 לא כולל מעמ"
03/09/2010	6837	"אולי לא כדאי להתע סק, ת יקן מגה ץ,לא מרוצה מהמחיר ולאחר  תיקון חוזר  חשדן ברמות גבוהות,מצפה למחיר נמוך"
12/09/2010	6815	יצאו מאו כזבי ם מהצ עת מח יר ג בוה ה מאד של קנווד 700   ולא תיקנו
16/09/2010	6835	יצאו לא מרוצ ים מע לות ת יקון הש ואב.
06/10/2010	3996	רכשה מיק רוגל קנדי KN-9 49  
08/10/2010	6872	הגיע ה עם קות י-לקו ח מאד קשה של אחר שאישר את התיקון  כשהגיע לקחת הוריד מהמחיר ולקח את המכשיר ללא אחריות
10/10/2010	6877	מפרק לבד וחו שב שה תיקונ ים פ שוט ים וזולים
10/10/2010	6879	גיסו של שמוא ל עטו ן מהש כונה  
11/10/2010	3760	עובד בחב רת ח שמל    
13/10/2010	6876	"לאחר שהג יע ל קחת מ יקרוג ל מת יקו ן,מסתבר שהבין שהמחיר שאמרנו הוא לפני קיזוז 55 הע""ח,יש לוודא הבנה."
14/10/2010	5457	"לקוח טוב מאד ,קיבל מאית נו ר ושם חיובי,לתת שירות אדיב"
15/10/2010	6162	"לא נ ראה לו ט וב של וקחים עבו ר ב דיקה מראש,הביא מיקרוגל של הבת,ורצה לתקן רק ב-100 ש""ח,בסוף הורדנו מחיר"
17/10/2010	6847	"מצפה למח ירי ריצפה ,לקחת עלו ת ב דיקה בכל מקרה."
31/10/2010	5656	אמרת י לה תיק ון מי קסר 4 70 ל א כ ולל מעמ
31/10/2010	6886	"זהיר ות! מצפה למחי רי רי צפה ולא נראה לו שלוקחים ע""ח.רצוי לא להתעסק איתו!יצא באיומים וקללות חייב 66 ש""ח"
03/11/2010	1713	"נדמה לי, לא ב טוח,א ך יית כן ש הית ה פה וכעסה והתבטאה לאיפה ואיימה,על שסירבנו לקבל קומקום קנדי ללא חשבונית"
11/11/2010	6911	רכש פליי קוז 330 ח /ק:25 68/2  
18/11/2010	6908	יצא מאוכ זב ש שילם בדיקת מגה ץ ו בסוף לא תיקן
22/11/2010	6869	"השאי ר מג הץ ה מון ז מן,רצ וי ל הימ נע מלהתעסק איתו."
25/11/2010	6643	ייתכ ן שע קבות אי ה בנה - לאח ר ש אישר תיקון מיקרוגל לא רצה לקחת
26/11/2010	6869	נשלח מכת ב הת ראה    
26/11/2010	6880	נשלח מכת ב הת ראה    
28/11/2010	946	"מצפה למח ירים נמוכ ים,כל תיק ון נראה לו יקר."
04/02/2011	6978	"הביא מגה ץ לת יקון, לא תי קן ב של המחיר,לקח את המגהץ"
07/02/2011	6918	"לא ל תת ש ום ש ירות עד לס ילוק הח וב!תיקון 135 ש""ח שילם רק 50 ש""ח,הבטיח לשלם ולא הגיע לאחר הרבה טלפונים."
07/02/2011	6985	קרוב משפ חה ש ל נדר ה מאו ניבר סל 
08/02/2011	6947	"מזכי רה ר אשית אצל רמי א רי'ה ,לא רצו לתקן מיקסר עקב  המחיר."
10/02/2011	6983	לא ת יקנה מיק סר בש ל עלו ת גב והה 
13/02/2011	4940	יש ל הם ר ושם מאד ח יובי עלינ ו 
13/02/2011	6980	לא ת יקן מיקס ר בשל המחי ר הג בוה ה במיוחד
14/02/2011	6991	התוו כח ה רבה על מח יר תי קון מיק רוגל
23/02/2011	6997	לא ת יקן מיקר וגל ב של המ חיר למר ות שהיה מחיר סביר
24/02/2011	6989	"לא ת יקנה מגה ץ למר ות מח יר נ מוך ,אח""כ חזרה ואמרה שהחלפנו לה את המגהץ,ראה גם הערה נוספת,לשים לב על כל"
27/02/2011	6989	פרט או ש ריטה לסמן את ה מכשי ר ו להחתים אותה
04/03/2011	6995	"לאחר שאי שר,כ שהגיע לקחת התו וכח הרבה והוריד מהמחיר שסוכם"
09/03/2011	6515	"כדאי להי ות א דיבים ,לאחר התי קון האחרון שאלה מה נעשה ועלות חלקים וכו',ייתכן שנראה לה יקר."
09/03/2011	7015	עובד ת במ ס הכ נסה    
22/03/2011	1006	רכשה מיק סר ק נוד 0 5   
23/03/2011	7023	לקוח ה של נאו ר טכנ אי מ. כביס ה 
14/04/2011	7027	"לשים לב לפגמ ים וא ביזרי ם נל ווי ם,לציין כל פרט ואולי לצלם את המכשיר,טענה שהביאה חלקים נלוים והצבע התקלף"
11/05/2011	6763	"לקוח טוב ,להש תדל ל א לעכ ב תי קונ ים ולתת שירות אדיב!"
12/05/2011	7067	"משנה זהי רות ייתכן שלקו חה ב עיי תית,מצפה למחיר נמוך  לשים לב לפרטים ולקחת ע""ח"
20/05/2011	6896	"מיקס ר MG -900 התעכ ב המו ן זמ ן ו לא תוקן,אין חלקים,   כדאי לתת שירות מהיר ואדיב."
20/05/2011	7053	"שואב התע כב ה רבה ז מן בת יקון ,יש לתת שירות מהיר ואדיב"
22/05/2011	7076	"חתן של א לי מ ביכנ"" ס בית אל  "
27/05/2011	4502	"צריך לשל ם עו ד 70 ש""ח   "
27/05/2011	7054	התוו כח ע ל המ חיר ו לאחר שאיש ר ה וריד בעת התשלום.
09/06/2011	7088	"האיש המב וגר מ-שלמ ה המל ך,לא רצ ה לתקן מיקסר קנווד   ביקש להרכיב בחזרה."
16/06/2011	4796	רכשה מג' ימיק ס 420 0   
16/06/2011	7004	"מאד ספקן וחש דן לג בי מח ירים וע לויות,כדאי להיות אדיב"
16/06/2011	7093	"זהיר ות!! לא א והבת התבדח ויות ,לת ת שירות רציני,יצאה לא מרוצה מהמחיר ומתקופת האחריות על התיקון."
17/06/2011	7098	שואל ת הר בה ש אלות ומתענ יינת מה התקלה? ומה תיקנו?
22/06/2011	7106	כל ת יקון נרא ה לו יקר   
24/06/2011	2268	"רצה להשא יר מ גהץ ל לא דמ י בד יקה ,כעס ולקח את המכשיר"
05/07/2011	3453	לקוח טוב מאד     
06/07/2011	7117	"זהיר ות!! ! לק וח מא ד קשה ,כדא י ל הימנע מלהתעסק איתו   לא נראה לו תשלום עבור בדיקה,מקטר,מתלונן,חושד וכו'"
12/07/2011	7125	השכנ ה של ההו רים    
21/07/2011	6101	"לקוח טוב מאד ,אברך כולל   "
22/07/2011	7124	"חשמל אי ב מקצו עו,יצ א מאו כזב מעל ות תיקון בלנדר,מודעותליחס וכדאיות תיקון מול עלות חדש."
25/07/2011	7128	"כדאי להי ות א דיבים ,לקוח טוב יי תכן שיצא עם רושם     שניקוי שואב יקר"
29/07/2011	4187	"לקוח ות ט ובים ,נותנ ים בנ ו אמ ון, כדאי לשמור עליהם"
01/08/2011	6996	לא ל התעס ק אי תו בכ לל !! !  
02/08/2011	5828	יואל החש מלאי הכור די מר מלה  
04/08/2011	6032	"מפרק לבד ומנ סה לת קן לב ד,אמ ר ש יותר לא יבוא לכאן"
05/08/2011	1603	"הבת והחת ן של חכם רפאל זצ""ל  "
08/08/2011	7144	כדאי להי ות א דיבים נינו חים ולא מלחיצים
14/08/2011	5731	"יצא כועס ,עצב ני,זה ירות1   "
15/08/2011	2033	"התוו כחה על ת יקון מרדד באחר יות ללא חשבונית,        מצפה לתיקונים זולים במיוחד"
15/08/2011	7142	לקוח ות ט ובים     
26/08/2011	5064	התוו כחה על ה מחיר    
28/08/2011	7154	"מפרק ומנ סה ל תקן ל בד,או לי כ דאי להימנע,בכ""א לקחת ע""ח"
29/08/2011	7170	"בוכר י עצ בני, כדאי להיות אדי ב ו סובלני"
31/08/2011	7149	לקוח טוב      
02/09/2011	788	שכן של ט לי א ח של פרידמ ן חי ים 
02/09/2011	6060	"לקוח טוב ,מכי ר את אבא ש יח'  "
05/09/2011	7146	"התיק ון נ ראה לו יק ר,כדא י לר שום במחשב מיד את המחיר  עליו סוכם"
07/09/2011	5349	"ייתכ ן שה וא ב עלה ש ל אבו ערר ה א מל,זהירות,בעייתית."
11/09/2011	7167	יצאה מאד מרו צה מה תיקון והת קשר ה במיוחד כדי להודות
12/09/2011	2552	בעבר התל ונן ודיבר לא י פה  
14/09/2011	3357	"הוכנ ס פע מיים ליתר זהיר ות,פ תח לפי מס' לקוח 2552    יש להזהר ולוודא פרטים ופרוצדורה בעבר צעק והתלונן"
18/09/2011	6184	בן ש ל עד נה ר כש או בן גר ץ OT -21 01 ח/ק:2810/2
26/09/2011	7193	עובד בבי טוח לאומי רמלה   
02/10/2011	7183	חשדן ובר רן     
02/10/2011	7198	"זהיר ות ו אדיב ות אי ש טכנ י,חו שב שיודע הכל הביא מיקסר ודרש בדיקה על המקום,משלא נענה לקח את המכשיר חזרה"
06/10/2011	2678	"גבאי ביכ נ""ס תימני ם בלו ד  "
09/10/2011	4382	"מצפה למח ירים נמוכ ים,מת ווכח הר בה ומוריד מחיר"
10/10/2011	6891	לא ת יקן מגהץ ולקח אותו למר ות שאין מה לעשות בו
25/10/2011	120	רכש מיחם 60 כוסות גלוי ח/ק :28 34/1
28/10/2011	925	מסרה מול ינט S לתי קון ו לאחר יו מיים לקחה חזרה.עדיף להימנע.
01/11/2011	7222	נראה לי שמצפ ה למח ירים נמוכ ים 
07/11/2011	5473	לקוח ות ט ובים כדאי להיו ת אד יבי ם
10/11/2011	7233	מורה לנה יגה- לקוח טוב   
18/11/2011	7248	"מביכ נ""ס ההוד ים של מד עם טלי  "
20/11/2011	7190	יצא לא מ רוצה עקב מחיר גבוה לה חלפת מנוע לפוד קנווד
21/11/2011	6880	"לאחר שנה וחו דש וח צי אי ים ב טלפ ון,הגיע וצעק,הוזמנה  ניידת משטרה,לא לקבל ממנו שום מכשיר לתיקון"
21/11/2011	7221	"לא ת יקן מגהץ בגלל המחי ר,הג יע לקחתו מפורק."
